ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
355,Claudio Broitman,Universidad Andrés Bello,Sociología,4,39,20,,A5038999006,0000-0002-7192-0512,"Social Sciences and Policies; Science, Technology, and Education in Latin America; Educational Research and Science Teaching; Environmental and Cultural Studies in Latin America and Beyond; Cultural Insights and Digital Impacts"
356,Catalina Flores,Production Development Corporation,Sociología,4,39,24,,A5031023398,,Occupational and Professional Licensing Regulation; Job Satisfaction and Organizational Behavior; Academic and Historical Perspectives in Psychology; Gender Diversity and Inequality; Celiac Disease Research and Management
357,Camilo Sémbler,Alberto Hurtado University,Ciencia Política,4,39,33,,A5006118328,0000-0003-2102-6966,"Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Economic and Social Development; Comparative constitutional jurisprudence studies; Employment, Labor, and Gender Studies"
358,Valentina Fernández Vargas,University of La Serena,Educación,4,39,61,,A5103552934,,Spanish History and Politics; Social Sciences and Policies; History of Education in Spain; Historical Studies in Latin America; Spanish Literature and Culture Studies
359,Fabián Belmar,Adolfo Ibáñez University,Ciencia Política,4,40,9,,A5016687705,0000-0003-4239-1874,"Politics and Society in Latin America; Political and Social Dynamics in Chile and Latin America; Electoral Systems and Political Participation; Public Policy and Governance; Migration, Education, Indigenous Social Dynamics"
360,Gabriela Zapata-Román,Universidad Central de Chile,Sociología,4,40,11,,A5076936773,0000-0001-7536-216X,"Income, Poverty, and Inequality; Labor market dynamics and wage inequality; Intergenerational and Educational Inequality Studies; Economic Theory and Policy; Employment and Welfare Studies"
361,Haroldo Dilla,Arturo Prat University,Economía,4,68,14,,A5085711089,,"Cuban History and Society; Religion, Society, and Development; Cross-Border Cooperation and Integration; Politics and Society in Latin America; Economic Zones and Regional Development"
362,J. Bennett,Pontificia Universidad Católica de Chile,Administración,4,130,9,,A5053334389,0000-0001-6964-5841,Healthcare Systems and Technology; Obstructive Sleep Apnea Research; Lung Cancer Research Studies; Blood disorders and treatments; Cardiac Health and Mental Health
363,Alejandra Davidziuk,Adolfo Ibáñez University,Sociología,4,134,10,,A5020758284,,"Poverty, Education, and Child Welfare; Child Nutrition and Water Access; Occupational Health and Safety in Workplaces; Income, Poverty, and Inequality; Global Health and Surgery"
364,Jorge Rivera García,Universidad Católica del Norte,Comunicación,4,48,28,,A5002302767,0000-0003-1868-647X,Diverse Aspects of Tourism Research; Digital Marketing and Social Media; Sharing Economy and Platforms; Social Sciences and Policies; Consumer Retail Behavior Studies
365,Francisco Ulloa Osses,University of Chile,Sociología,4,233,12,,A5028402303,0000-0002-1489-8179,"COVID-19 and Mental Health; LGBTQ Health, Identity, and Policy; Gender, Health, and Social Inequality; Social Sciences and Policies; COVID-19 Pandemic Impacts"
366,Raúl Castillo,University of Chile,Ciencias Sociales,4,208,12,,A5051585840,,Social Sciences and Policies; Pituitary Gland Disorders and Treatments; Meningioma and schwannoma management; Head and Neck Surgical Oncology; Ophthalmology and Visual Health Research
367,Claudia Calquín Donoso,Universidad de Santiago de Chile,Psicología,4,67,34,,A5042934217,0000-0002-1102-648X,"Social Sciences and Policies; Gender and Feminist Studies; Employment, Labor, and Gender Studies; Feminism, Gender, and Social Issues; Psychological Treatments and Disorders"
368,Paulina de los Reyes,University of Chile,Ciencia Política,4,58,15,,A5103080038,0000-0001-5669-357X,Gender Diversity and Inequality; Labor Movements and Unions; Global Political and Social Dynamics; Higher Education Research Studies; Reproductive Health and Technologies
369,Juan Fernández Labbé,Universidad Católica Silva Henríquez,Ciencia Política,4,69,16,,A5062864294,0000-0002-0202-6007,"Social Issues and Sustainability; Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Migration, Education, Indigenous Social Dynamics; Extractivism and Socioeconomic Issues"
370,Daniel Serey Araneda,San Sebastián University,Educación,4,69,38,,A5072764028,0000-0001-6236-836X,Education and Teacher Training; Educational Innovations and Technology; Educational Practices and Policies; Social impacts of COVID-19; Social Sciences and Policies
371,Hugo Eduardo Herrera,Universidad Diego Portales,Ciencia Política,4,69,42,,A5012445328,0000-0002-4868-4072,Political Theology and Sovereignty; Philosophical and Cultural Analysis; Philosophy and Historical Thought; Political Theory and Democracy; Comparative constitutional jurisprudence studies
372,González González,Fundación Chile,Economía,4,126,170,,A5038763696,,"Business, Innovation, and Economy; Social Sciences and Policies; Organizational Management and Innovation; Health and Medical Education; Business, Education, Mathematics Research"
373,José Manuel Robles Morales,Universidad Católica del Norte,Ciencia Política,4,127,28,,A5109572195,0009-0006-3850-840X,Social Sciences and Policies; Latin American socio-political dynamics; Public Policy and Governance; Social Media and Politics; Labor Law and Work Dynamics
374,Carla Alberti,Pontificia Universidad Católica de Chile,Ciencia Política,4,64,12,,A5027627743,0000-0002-0679-4716,"Politics and Society in Latin America; Electoral Systems and Political Participation; Gender Politics and Representation; Political Conflict and Governance; Crime, Illicit Activities, and Governance"
375,Matías Sanfuentes,University of Chile,Psicología,4,64,26,,A5102004332,0000-0002-2005-8133,Management and Organizational Studies; Psychotherapy Techniques and Applications; Community Health and Development; Social Sciences and Policies; Psychological Treatments and Disorders
376,Solange Tenorio Eitel,Metropolitan University of Educational Sciences,Educación,4,65,19,,A5070750447,0000-0001-7643-4292,Education and Teacher Training; Inclusive Education and Diversity; Higher Education Teaching and Evaluation; Social Sciences and Policies; Educational Innovations and Technology
377,Alfredo Rehren,Pontificia Universidad Católica de Chile,Ciencia Política,4,65,23,,A5074724520,,Political and Social Dynamics in Chile and Latin America; International Relations in Latin America; Public Policy and Governance; Political Dynamics in Latin America; Political Theory and Democracy
378,Karina Muñoz Vilugrón,Austral University of Chile,Educación,4,48,33,,A5040297657,0000-0003-3938-2758,"Inclusive Education and Diversity; Hearing Impairment and Communication; Health, Education, and Physical Culture; Social Sciences and Policies; Social Issues and Sustainability"
379,Nélida Ramí­rez Naranjo,Catholic University of the Maule,Educación,4,41,15,,A5083415603,0000-0001-7041-2017,"Social Work Education and Practice; Social Sciences and Policies; Social Issues and Sustainability; Educational Practices and Policies; Aging, Health, and Disability"
380,Débora Grandón Valenzuela,University of Chile,Ciencias Sociales,4,63,19,,A5084616831,0000-0001-8709-2902,Social Sciences and Policies; Occupational Therapy Practice and Research; Social Issues and Sustainability; Gender and Feminist Studies; Facial Trauma and Fracture Management
381,Nelson Marín Alarcón,University of Chile,Sociología,4,54,23,,A5009845543,0000-0003-4579-0336,Religion and Society in Latin America; Religion and Society Interactions; Religious and Theological Studies; Cultural and Social Studies in Latin America; Social Sciences and Policies
382,Stéphanie Alenda,Universidad Andrés Bello,Ciencia Política,4,65,39,,A5081850755,0000-0003-0185-7615,Political and Social Dynamics in Chile and Latin America; Politics and Society in Latin America; International Relations in Latin America; Social Sciences and Policies; Latin American socio-political dynamics
383,Berta Teitelboim,Universidad Diego Portales,Ciencia Política,4,57,11,,A5045766899,0000-0002-8561-6319,"Cultural and Social Studies in Latin America; Educational Practices and Policies; Social Sciences and Policies; Public Policy and Governance; Food, Nutrition, and Cultural Practices"
384,Samuel Pérez Norambuena,University of Bío-Bío,Educación,4,44,19,,A5010424949,0000-0002-1710-328X,"Education and Teacher Training; Educational Practices and Policies; Motivation and Self-Concept in Sports; Health, Education, and Physical Culture; Social Sciences and Policies"
385,Claudia Reyes-Quilodrán,Pontificia Universidad Católica de Chile,Educación,4,44,20,,A5075317365,0000-0001-6552-1550,Criminal Justice and Corrections Analysis; Social Sciences and Policies; Criminal Justice and Penology; Social Work Education and Practice; Child Abuse and Trauma
386,Patrício Merino Beas,Universidad Católica de la Santísima Concepción,Ciencias Sociales,4,44,83,,A5084970300,0000-0001-5141-1887,"Religious and Theological Studies; Theology and Canon Law Studies; Religion and Society in Latin America; Philosophy, Health, and Society; Religion, Society, and Development"
387,Marcela Apablaza Santis,Austral University of Chile,Sociología,4,45,13,,A5000066743,0000-0002-4090-0770,Inclusive Education and Diversity; Education and Teacher Training; Occupational Therapy Practice and Research; Social Sciences and Policies; Cultural and Social Studies in Latin America
388,Angélica Mosqueda-Díaz,University of Valparaíso,Comunicación,4,50,12,,A5028969445,0000-0002-7327-5799,Social Sciences and Policies; Patient-Provider Communication in Healthcare; Ethics in medical practice; Cardiac Arrest and Resuscitation; Palliative Care and End-of-Life Issues
389,Josefa Aguirre,Pontificia Universidad Católica de Chile,Sociología,4,50,12,,A5021714906,0000-0002-0784-6426,School Choice and Performance; Higher Education Research Studies; Youth Substance Use and School Attendance; Labor market dynamics and wage inequality; Educational Research and Science Teaching
390,Simón Rodríguez,Universidad Diego Portales,Educación,4,50,27,,A5066853380,0000-0001-7526-2820,Education and Teacher Training; Social Sciences and Policies; Educational Practices and Policies; Educational Research and Science Teaching; Inclusive Education and Diversity
391,Carlos Ruíz Encina,University of Chile,Ciencia Política,4,42,37,,A5015539757,,"Social Sciences and Policies; Employment, Labor, and Gender Studies; Public Policy and Governance; Political and Social Dynamics in Chile and Latin America; Economic and Social Development"
392,Daniela Giambruno Leal,Pontificia Universidad Católica de Valparaíso,Psicología,4,43,9,,A5006761827,0009-0006-8113-3690,Mental Health Research Topics; COVID-19 and Mental Health; Psychological Well-being and Life Satisfaction; Social Sciences and Policies; Health disparities and outcomes
393,Joaquín Rivera,San Sebastián University,Educación,4,43,22,,A5030875808,0000-0002-9705-9492,Social Sciences and Policies; Educational Practices and Policies; Analytical Methods in Pharmaceuticals; Human Rights and Immigration; Medical research and treatments
394,Mario Lagomarsino Montoya,Universidad Adventista de Chile,Ciencia Política,4,43,46,,A5072735294,0000-0001-9204-4745,Social Sciences and Policies; Ethics and bioethics in healthcare; Economic and Social Development; Political Dynamics in Latin America; Public Health and Social Inequalities
