ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
271,Marina Alarcón-Espinoza,Universidad de La Frontera,Psicología,5,68,25,,A5060798176,0000-0002-6636-083X,Stress and Burnout Research; Educational Innovations and Technology; Social Skills and Education; Education and Teacher Training; Social Sciences and Policies
272,Sofía Correa Sutil,University of Chile,Ciencia Política,5,170,39,,A5017659649,,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; Comparative constitutional jurisprudence studies; Social Sciences and Policies; Human Rights and Immigration
273,Luis Felipe de la Vega Rodríguez,Universidad Andrés Bello,Educación,5,147,44,,A5034919338,0000-0002-4610-6359,Education and Teacher Training; Educational Innovations and Technology; Education in Rural Contexts; Higher Education Teaching and Evaluation; Social Sciences and Policies
274,José Antonio Ibáñez-Martín,Millennium Institute for Research in Depression and Personality,Educación,5,141,86,,A5023377325,0000-0002-1171-7117,Social Sciences and Policies; Educational theories and practices; Education and Teacher Training; Educational Practices and Policies; Higher Education Teaching and Evaluation
275,Patricia González,Miguel de Cervantes University,Educación,5,139,52,,A5101539544,0000-0003-1511-8442,"Social Sciences and Policies; Racial and Ethnic Identity Research; Literacy and Educational Practices; Therapeutic Uses of Natural Elements; Business, Innovation, and Economy"
276,Mario Iván Tarride,Universidad de Santiago de Chile,Ciencias Sociales,5,129,20,,A5063869915,0000-0002-5549-0575,Complex Systems and Decision Making; Organizational Learning and Leadership; Accounting and Organizational Management; Management and Organizational Studies; Global Public Health Policies and Epidemiology
277,Enekoitz Etxezarreta Etxarri,Dirección de Investigación y Desarrollo,Ciencia Política,5,76,36,,A5058730119,,"Social Sciences and Policies; Social Sciences and Governance; Employment, Labor, and Gender Studies; Cooperative Studies and Economics; Labor Law and Work Dynamics"
278,Juan Carlos Cea Madrid,University of Chile,Educación,5,74,31,,A5006685916,0000-0001-7790-8138,"Public Health and Social Inequalities; Social Sciences and Policies; Community Health and Development; Mental Health and Patient Involvement; Migration, Education, Indigenous Social Dynamics"
279,Olga Toro,University of Chile,Ciencias Sociales,5,115,12,,A5031695584,,Public Health and Social Inequalities; Stress and Burnout Research; Mental Health Treatment and Access; Healthcare Systems and Technology; Social Sciences and Policies
280,Santos,Universidad Adventista de Chile,Ciencias Sociales,5,114,47,,A5112252082,,Knowledge Management and Sharing; Business and Management Studies; Big Data and Business Intelligence; Public Health in Brazil; Social Sciences and Policies
281,Talita Tanscheit,Alberto Hurtado University,Ciencia Política,5,101,14,,A5081993316,0000-0002-5511-4844,"Politics and Society in Latin America; Populism, Right-Wing Movements; Social and Political Issues; Youth, Politics, and Society; Latin American socio-political dynamics"
282,Pilar Olave,Universidad Mayor,Sociología,5,102,18,,A5058155496,,Financial Risk and Volatility Modeling; Monetary Policy and Economic Impact; Market Dynamics and Volatility; Statistical Methods and Inference; Labor market dynamics and wage inequality
283,Ricardo Rivas,Universidad de Los Lagos,Ciencia Política,5,102,22,,A5084805882,0000-0002-7160-7729,"Social Sciences and Policies; Latin American socio-political dynamics; Memory, violence, and history; Environmental and Cultural Studies in Latin America and Beyond; Indigenous Studies and Ecology"
284,Paulina Contreras,University of Chile,Educación,5,106,10,,A5072852188,0000-0003-2175-5835,"Education and Teacher Training; Inclusive Education and Diversity; Educational Practices and Policies; Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies"
285,Alberto Van Klaveren,University of Chile,Ciencia Política,5,108,44,,A5020420918,,International Relations in Latin America; Public Policy and Governance; Political and Social Dynamics in Chile and Latin America; International Relations and Autism; Political Theory and Democracy
286,Diego Díaz Rioseco,Pontificia Universidad Católica de Chile,Ciencia Política,5,109,12,,A5045231591,0000-0003-3045-3759,International Development and Aid; Electoral Systems and Political Participation; Local Government Finance and Decentralization; Politics and Society in Latin America; Taxation and Compliance Studies
287,Felipe Saravia,University of Bío-Bío,Educación,5,79,34,,A5015751486,0000-0003-3196-7831,Social Sciences and Policies; Social Issues and Sustainability; Latin American Urban Studies; Social Work Education and Practice; Regional Development and Innovation
288,Dante Contreras Guajardo,University of Chile,Sociología,5,80,26,,A5069528964,,"Labor market dynamics and wage inequality; Income, Poverty, and Inequality; Education and Teacher Training; Social Sciences and Policies; Gender, Labor, and Family Dynamics"
289,Gloria Miryam Mora Guerrero,Universidad Católica de Temuco,Educación,5,73,23,,A5079039036,0000-0002-2391-4353,"Social Issues and Sustainability; Education in Rural Contexts; Feminism, Gender, and Social Issues; Social Sciences and Policies; Work-Family Balance Challenges"
290,Óscar Godoy Arcaya,Pontificia Universidad Católica de Chile,Ciencia Política,5,126,28,,A5014427261,,Political Theory and Democracy; Comparative constitutional jurisprudence studies; Political and Social Dynamics in Chile and Latin America; Religious and Theological Studies; Social Sciences and Policies
291,José M. Cabezas,San Sebastián University,Ciencia Política,5,74,23,,A5084124118,0000-0002-9173-0564,Political and Social Dynamics in Chile and Latin America; Politics and Society in Latin America; Political Dynamics in Latin America; Comparative constitutional jurisprudence studies; Electoral Systems and Political Participation
292,Soledad Martínez Labrín,University of Bío-Bío,Ciencia Política,5,76,32,,A5034257178,0000-0002-1110-9066,Social Sciences and Policies; Gender and Feminist Studies; Latin American socio-political dynamics; Social Sciences and Humanities; Ethics and bioethics in healthcare
293,Jame Rebolledo Sanhueza,University of Chile,Educación,5,91,31,,A5002817805,0000-0003-3245-1431,"Social Sciences and Policies; Social Issues and Sustainability; Inclusive Education and Diversity; Migration, Education, Indigenous Social Dynamics; Indigenous Health, Education, and Rights"
294,Teresa Matus Sepúlveda,University of Chile,Educación,5,89,21,,A5050641699,,"Social Sciences and Policies; Retinopathy of Prematurity Studies; Aging, Health, and Disability; Social Work Education and Practice; Neonatal and fetal brain pathology"
295,Iván Garzón Vallejo,Universidad Autónoma de Chile,Ciencia Política,5,90,75,,A5032084652,0000-0002-3471-3688,Religion and Society in Latin America; Comparative constitutional jurisprudence studies; Religious and Theological Studies; Religion and Society Interactions; Political Theory and Democracy
296,Patricia Castillo,Universidad Diego Portales,Ciencia Política,5,91,29,,A5016187670,0000-0003-0165-2871,"Political and Social Dynamics in Chile and Latin America; Education and Teacher Training; Memory, violence, and history; Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics"
297,José Miguel Ahumada,University of Chile,Ciencia Política,5,86,40,,A5010371810,0000-0002-4458-6328,Economic Theory and Policy; Social Policy and Reform Studies; Political and Social Dynamics in Chile and Latin America; Asian Industrial and Economic Development; International Relations in Latin America
298,Ana María McIntyre,Clínica Alemana,Educación,5,89,9,,A5025341871,,"Migration, Education, Indigenous Social Dynamics; Migration, Health and Trauma; Public Health and Social Inequalities; Social Sciences and Policies; Aging, Health, and Disability"
299,Juan Aspeé Chacón,Viña del Mar University,Educación,5,82,17,,A5002926139,0000-0003-3456-8414,Education and Teacher Training; Social Sciences and Policies; Educational Outcomes and Influences; Educational Innovations and Technology; Higher Education and Sustainability
300,Giorgio Boccardo,University of Chile,Ciencias Sociales,5,98,17,,A5114258814,,"Employment, Labor, and Gender Studies; Reservoir Engineering and Simulation Methods; Hydraulic Fracturing and Reservoir Analysis; Social Sciences and Policies; Digital Economy and Work Transformation"
301,Ariadna Ayala Rubio,University of Valparaíso,Sociología,5,99,41,,A5059972914,0000-0001-8020-9020,"Social Sciences and Policies; Human Rights and Immigration; Immigration and Intercultural Education; Reproductive Health and Technologies; Aging, Health, and Disability"
302,Nicolás Rojas Pedemonte,University of Chile,Sociología,5,99,23,,A5083746600,,"Migration, Education, Indigenous Social Dynamics; Cultural and Social Studies in Latin America; Indigenous Cultures and History; Social Sciences and Policies; Immigration and Intercultural Education"
303,Isis Chamblás,University of Concepción,Psicología,5,100,10,,A5080744350,,Social Work Education and Practice; Homelessness and Social Issues; Educational Methods and Psychological Studies; Social Sciences and Policies; Educational Outcomes and Influences
304,Pablo Yanes,United Nations Economic Commission for Latin America and the Caribbean,Ciencia Política,5,84,25,,A5082785677,,"Economic and Social Development; Poverty, Education, and Child Welfare; Economic Theory and Policy; Income, Poverty, and Inequality; Latin American socio-political dynamics"
305,Josefina Fernández i Barrera,Pontificia Universidad Católica de Chile,Educación,5,81,41,,A5067097910,,"Social Sciences and Policies; Educational Practices and Policies; Aging, Health, and Disability; Ethics and bioethics in healthcare; Higher Education Teaching and Evaluation"
306,Félix González‐Carrasco,Millennium Science Initiative,Educación,5,82,20,,A5026807411,0000-0001-7487-0154,"Disability Education and Employment; Aging, Health, and Disability; Down syndrome and intellectual disability research; Assistive Technology in Communication and Mobility; Social Sciences and Policies"
307,Kemy Oyarzún,University of Chile,Ciencia Política,5,91,42,,A5103977180,,Cultural and Social Studies in Latin America; Comparative Literary Analysis and Criticism; Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Latin American Literature Studies
308,Carolina Garcés Estrada,Arturo Prat University,Educación,5,43,7,,A5090644047,0000-0003-3854-3767,"Social Issues and Sustainability; Aging, Health, and Disability; Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Violence, Education, and Gender Studies"
309,Isabel Castillo,University of Chile,Ciencias Sociales,4,70,19,,A5101860848,0000-0002-3282-2063,Religion and Society Interactions; Religion and Society in Latin America; Gender Politics and Representation; Social Policy and Reform Studies; Comparative International Legal Studies
310,Gerardo Ramírez Vidal,Viña del Mar University,Sociología,4,70,78,,A5064363949,0000-0002-7019-3376,Classical Antiquity Studies; Classical Philosophy and Thought; Historical and Literary Analyses; Cultural and Mythological Studies; Organic Chemistry Synthesis Methods
311,Felipe Sáez Ardura,Universidad de La Frontera,Ciencia Política,4,94,19,,A5067176760,0000-0001-9472-5552,Social Sciences and Policies; Public Policy and Governance; Regulation and Compliance Studies; Social Issues and Sustainability; Risk Perception and Management
