ranking,openalex_id,orcid,nombre,institucion,pais_institucion,ror,h_index,i10_index,citas,trabajos,campo_principal,dominio,topics,works_api_url
1,A5034708283,,Arend Lijphart,Gobierno de Chile,CL,https://ror.org/02sevrz47,59,115,32776,475,Social Sciences,Social Sciences,Electoral Systems and Political Participation; Political Systems and Governance; European Union Policy and Governance; Agriculture and Rural Development Research; European and International Law Studies,https://api.openalex.org/works?filter=author.id:A5034708283
244,A5069091521,,Mauricio García Ojeda,Universidad de La Frontera,CL,https://ror.org/04v0snf24,5,2,58,13,Social Sciences,Social Sciences,"Social Sciences and Policies; Public Policy and Governance; Community Health and Development; Migration, Education, Indigenous Social Dynamics; Cultural and Social Studies in Latin America",https://api.openalex.org/works?filter=author.id:A5069091521
245,A5078115423,0000-0002-7073-1592,Jimena Carrasco Madariaga,Millennium Institute for Research in Depression and Personality,CL,https://ror.org/012pnb193,5,2,65,38,Social Sciences,Social Sciences,"Public Health and Social Inequalities; Occupational Therapy Practice and Research; Social Sciences and Policies; Criminal Justice and Penology; Aging, Health, and Disability",https://api.openalex.org/works?filter=author.id:A5078115423
246,A5012573125,0000-0003-2828-6824,Karen Cárdenas,Pontificia Universidad Católica de Valparaíso,CL,https://ror.org/02cafbr77,5,2,65,21,Social Sciences,Social Sciences,Education and Teacher Training; Inclusive Education and Diversity; Educational and Psychological Assessments; Educational Innovations and Technology; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5012573125
247,A5033936352,0000-0001-6497-0258,Walter Molina Chávez,Universidad de Magallanes,CL,https://ror.org/049784n50,5,2,63,21,Social Sciences,Social Sciences,"Migration, Education, Indigenous Social Dynamics; Education and Teacher Training; Social Sciences and Policies; Cultural and Social Studies in Latin America; Education in Rural Contexts",https://api.openalex.org/works?filter=author.id:A5033936352
248,A5078419871,0000-0003-3571-4962,Gonzalo Salas,Catholic University of the Maule,CL,https://ror.org/04vdpck27,5,1,62,51,Social Sciences,Social Sciences,"Gender, Labor, and Family Dynamics; Income, Poverty, and Inequality; Psychological Well-being and Life Satisfaction; Taxation and Compliance Studies; Fiscal Policy and Economic Growth",https://api.openalex.org/works?filter=author.id:A5078419871
249,A5052014588,0000-0003-0552-3436,Pablo Oñate,Adolfo Ibáñez University,CL,https://ror.org/0326knt82,5,2,66,21,Social Sciences,Social Sciences,Historical Studies in Latin America; Latin American history and culture; Social Sciences and Policies; Human Rights and Immigration; Historical Studies on Spain,https://api.openalex.org/works?filter=author.id:A5052014588
250,A5066563447,0000-0003-1580-3976,Patricia Jara Concha,University of Concepción,CL,https://ror.org/0460jpj73,5,2,67,16,Psychology,Social Sciences,"Stress and Burnout Research; Resilience and Mental Health; Social Sciences and Policies; Law, Ethics, and AI Impact; Health and Medical Education",https://api.openalex.org/works?filter=author.id:A5066563447
251,A5021975327,0000-0001-6962-8443,Luis Manuel Flores-González,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,5,2,49,13,Social Sciences,Social Sciences,Education and Teacher Training; Social Sciences and Policies; Educational Innovations and Technology; Psychological Treatments and Disorders; Environmental Education and Sustainability,https://api.openalex.org/works?filter=author.id:A5021975327
252,A5078430580,0000-0002-2597-1378,Samanta Alarcón‐Arcos,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,5,1,50,12,Social Sciences,Social Sciences,Social Sciences and Policies; Employment and Welfare Studies; Intergenerational Family Dynamics and Caregiving; Children's Rights and Participation; Work-Family Balance Challenges,https://api.openalex.org/works?filter=author.id:A5078430580
253,A5069011980,0000-0003-3432-193X,Roxana Balbontín-Alvarado,University of Bío-Bío,CL,https://ror.org/04dndfk38,5,3,297,8,Social Sciences,Social Sciences,Education and Teacher Training; COVID-19 and Mental Health; Adult and Continuing Education Topics; Diverse Educational Innovations Studies; Online Learning and Analytics,https://api.openalex.org/works?filter=author.id:A5069011980
254,A5006130854,0000-0003-2601-2184,Javiera Pavez,Pontificia Universidad Católica de Valparaíso,CL,https://ror.org/02cafbr77,5,3,124,19,Social Sciences,Social Sciences,"Social Sciences and Policies; Social Issues and Sustainability; Community Health and Development; Migration, Education, Indigenous Social Dynamics; Geochemistry and Elemental Analysis",https://api.openalex.org/works?filter=author.id:A5006130854
255,A5015813168,0000-0001-8592-1148,Ngaire Honey,University of O'Higgins,CL,https://ror.org/044cse639,5,4,125,15,Social Sciences,Social Sciences,"School Choice and Performance; Parental Involvement in Education; Urban, Neighborhood, and Segregation Studies; Poverty, Education, and Child Welfare; Intergenerational and Educational Inequality Studies",https://api.openalex.org/works?filter=author.id:A5015813168
256,A5076298865,0000-0001-8780-0999,Paulina Morales Aguilera,University of Chile,CL,https://ror.org/047gc3g35,5,4,121,40,Social Sciences,Social Sciences,Social Sciences and Policies; Ethics and bioethics in healthcare; Latin American socio-political dynamics; Alzheimer's disease research and treatments; Religious and Theological Studies,https://api.openalex.org/works?filter=author.id:A5076298865
257,A5062402057,,Sebastián Piñera,Fundación Chile,CL,https://ror.org/04nvpdc40,5,4,118,39,Social Sciences,Social Sciences,"Economic and Social Development; Public Policy and Governance; Economic Theory and Policy; Regional Development and Innovation; Income, Poverty, and Inequality",https://api.openalex.org/works?filter=author.id:A5062402057
258,A5039908338,0000-0003-1318-207X,Michelle Lapierre,Universidad de La Frontera,CL,https://ror.org/04v0snf24,5,3,71,26,Social Sciences,Social Sciences,"Social Sciences and Policies; Social Issues and Sustainability; Migration, Education, Indigenous Social Dynamics; Race, Identity, and Education in Brazil; Gender, Health, and Social Inequality",https://api.openalex.org/works?filter=author.id:A5039908338
259,A5102927191,0000-0001-6464-2692,Manuel Correia,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,5,4,119,49,Arts and Humanities,Social Sciences,"Classical Philosophy and Thought; Medieval Philosophy and Theology; Historical, Religious, and Philosophical Studies; Literary and Cultural Studies; Neurology and Historical Studies",https://api.openalex.org/works?filter=author.id:A5102927191
260,A5101567768,,Marco A. Morales,Universidad Adventista de Chile,CL,https://ror.org/038j0b276,5,4,118,10,Social Sciences,Social Sciences,Electoral Systems and Political Participation; Media Influence and Politics; Fiscal Policies and Political Economy; Statistical Methods and Bayesian Inference; Social Media and Politics,https://api.openalex.org/works?filter=author.id:A5101567768
261,A5076842216,0000-0003-1144-2974,Francesco Penaglia,Alberto Hurtado University,CL,https://ror.org/00749za89,5,1,70,22,Social Sciences,Social Sciences,"Political and Social Dynamics in Chile and Latin America; Latin American socio-political dynamics; Public Policy and Governance; Social Sciences and Policies; Employment, Labor, and Gender Studies",https://api.openalex.org/works?filter=author.id:A5076842216
262,A5025282974,0000-0002-1930-320X,Ricardo Greene,San Sebastián University,CL,https://ror.org/04jrwm652,5,1,71,38,Social Sciences,Social Sciences,Latin American Urban Studies; Regional Development and Innovation; Spanish Literature and Culture Studies; Comparative Literary Analysis and Criticism; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5025282974
263,A5100659203,0000-0001-8153-508X,María Soledad Martínez-Gutiérrez,University of Chile,CL,https://ror.org/047gc3g35,5,5,133,8,"Economics, Econometrics and Finance",Social Sciences,Healthcare Policy and Management; Primary Care and Health Outcomes; Global Health Care Issues; Smoking Behavior and Cessation; Social Policy and Reform Studies,https://api.openalex.org/works?filter=author.id:A5100659203
264,A5072888365,,Christiane Olivo,Universidad Adventista de Chile,CL,https://ror.org/038j0b276,5,3,137,32,Arts and Humanities,Social Sciences,"German History and Society; European history and politics; Communism, Protests, Social Movements; Social Capital and Networks; Electoral Systems and Political Participation",https://api.openalex.org/works?filter=author.id:A5072888365
265,A5063869915,0000-0002-5549-0575,Mario Iván Tarride,Universidad de Santiago de Chile,CL,https://ror.org/02ma57s91,5,4,129,20,Decision Sciences,Social Sciences,Complex Systems and Decision Making; Organizational Learning and Leadership; Accounting and Organizational Management; Management and Organizational Studies; Global Public Health Policies and Epidemiology,https://api.openalex.org/works?filter=author.id:A5063869915
266,A5101539544,0000-0003-1511-8442,Patricia González,Miguel de Cervantes University,CL,https://ror.org/05ap1zt54,5,2,139,52,Social Sciences,Social Sciences,"Social Sciences and Policies; Racial and Ethnic Identity Research; Literacy and Educational Practices; Therapeutic Uses of Natural Elements; Business, Innovation, and Economy",https://api.openalex.org/works?filter=author.id:A5101539544
267,A5023377325,0000-0002-1171-7117,José Antonio Ibáñez-Martín,Millennium Institute for Research in Depression and Personality,CL,https://ror.org/012pnb193,5,3,141,86,Social Sciences,Social Sciences,Social Sciences and Policies; Educational theories and practices; Education and Teacher Training; Educational Practices and Policies; Higher Education Teaching and Evaluation,https://api.openalex.org/works?filter=author.id:A5023377325
268,A5034919338,0000-0002-4610-6359,Luis Felipe de la Vega Rodríguez,Universidad Andrés Bello,CL,https://ror.org/01qq57711,5,3,147,44,Social Sciences,Social Sciences,Education and Teacher Training; Educational Innovations and Technology; Education in Rural Contexts; Higher Education Teaching and Evaluation; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5034919338
269,A5017659649,,Sofía Correa Sutil,University of Chile,CL,https://ror.org/047gc3g35,5,5,170,39,Social Sciences,Social Sciences,Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy; Comparative constitutional jurisprudence studies; Social Sciences and Policies; Human Rights and Immigration,https://api.openalex.org/works?filter=author.id:A5017659649
270,A5060798176,0000-0002-6636-083X,Marina Alarcón-Espinoza,Universidad de La Frontera,CL,https://ror.org/04v0snf24,5,3,68,25,Psychology,Social Sciences,Stress and Burnout Research; Educational Innovations and Technology; Social Skills and Education; Education and Teacher Training; Social Sciences and Policies,https://api.openalex.org/works?filter=author.id:A5060798176
271,A5064116442,0000-0002-5524-4980,Alexis Sossa Rojas,Pontificia Universidad Católica de Chile,CL,https://ror.org/04teye511,5,3,162,52,Arts and Humanities,Social Sciences,"Cultural and Social Studies in Latin America; Sport and Mega-Event Impacts; Hormonal and reproductive studies; Sports, Gender, and Society; Social Sciences and Policies",https://api.openalex.org/works?filter=author.id:A5064116442
272,A5044074657,0000-0002-6471-9394,José Manuel Gaete Fiscella,University of Valparaíso,CL,https://ror.org/00h9jrb69,5,2,67,19,Social Sciences,Social Sciences,"Social Sciences and Policies; Social Capital and Networks; Migration, Ethnicity, and Economy; Higher Education and Sustainability; Psychology Research and Bibliometrics",https://api.openalex.org/works?filter=author.id:A5044074657
273,A5059063946,0000-0003-2710-2982,Mónica Ramírez Pavelic,Arturo Prat University,CL,https://ror.org/01hrxxx24,5,2,68,26,Social Sciences,Social Sciences,Social Sciences and Policies; Educational theories and practices; Gender and Feminist Studies; Philosophy and Education Pedagogy; Cultural and Social Studies in Latin America,https://api.openalex.org/works?filter=author.id:A5059063946
274,A5009739336,0000-0001-6875-4181,Cecilia Hidalgo,University of Chile,CL,https://ror.org/047gc3g35,5,2,165,47,Social Sciences,Social Sciences,"Science, Technology, and Education in Latin America; Social Sciences and Policies; Science and Science Education; Interdisciplinary Research and Collaboration; Sustainability and Climate Change Governance",https://api.openalex.org/works?filter=author.id:A5009739336
275,A5043195693,0000-0002-5157-4974,Luis Campos Medina,University of Chile,CL,https://ror.org/047gc3g35,5,0,70,53,Social Sciences,Social Sciences,Latin American Urban Studies; Political and Social Dynamics in Chile and Latin America; Social Sciences and Policies; Disaster Management and Resilience; Cultural and Social Studies in Latin America,https://api.openalex.org/works?filter=author.id:A5043195693
276,A5022991375,,María Teresa Rojas Fabris,Alberto Hurtado University,CL,https://ror.org/00749za89,5,3,77,13,Social Sciences,Social Sciences,Educational Practices and Policies; Social Sciences and Policies; Inclusive Education and Diversity; Education and Teacher Training; Gender and Feminist Studies,https://api.openalex.org/works?filter=author.id:A5022991375
